9, 1.3333
25, 1.5023
30, 1.4953
34, 1.5059
36, 0.7516
42, 1.3389
49, 0.7620
61, 1.3115
64, 0.7500
71, 1.5023
72, 0.6672
73, 0.8828
74, 1.5023
77, 1.3333
78, 1.0000
81, 1.5059
86, 0.8000
89, 1.3333
92, 1.4988
94, 1.4988
109, 1.5385
110, 1.3333
113, 0.6500
127, 1.3306
133, 1.3333
136, 1.3369
138, 1.1169
142, 0.7500
143, 1.2000
144, 1.3333
149, 1.4953
151, 0.7500
154, 0.6672
164, 1.3333
165, 1.1940
192, 1.3333
194, 1.3333
196, 1.3333
201, 1.4953
208, 1.3333
241, 0.7500
247, 1.5094
257, 1.3333
260, 1.5015
263, 0.9234
283, 0.6687
294, 1.4988
307, 1.3333
308, 1.5023
309, 1.0000
312, 1.4988
315, 1.4988
321, 1.3333
322, 1.3306
326, 1.4988
328, 1.3035
332, 1.3333
338, 1.9572
349, 1.3333
357, 2.9358
359, 1.5060
360, 1.3333
368, 0.7500
370, 0.7500
382, 1.3333
384, 0.6969
387, 1.3333
389, 1.3333
394, 1.0475
395, 1.1034
397, 1.3333
400, 0.9969
404, 0.6656
415, 0.5609
419, 1.3333
428, 1.7778
431, 1.6452
436, 0.6672
438, 1.3333
443, 1.3333
446, 0.7500
450, 1.3333
459, 0.8063
471, 1.4988
472, 2.8319
474, 0.6660
486, 1.4988
488, 1.5764
490, 1.0101
491, 1.5974
502, 1.4988
510, 1.3333
514, 0.5625
520, 1.3333
529, 0.6672
531, 1.3333
532, 1.3333
536, 1.3333
540, 1.5059
542, 1.3223
544, 1.4988
560, 1.4744
562, 0.6609
564, 0.8125
569, 1.3333
572, 0.6672
575, 1.2476
581, 0.9460
584, 1.5023
589, 1.3333
590, 0.8180
595, 1.3333
597, 2.5806
599, 1.5725
605, 1.3333
612, 1.3333
620, 0.7500
623, 0.7500
625, 1.4350
626, 1.3333
629, 1.4988
634, 0.6672
636, 0.7500
641, 1.4953
643, 1.3333
650, 1.4988
656, 1.3559
659, 1.5059
661, 1.3333
670, 1.4988
671, 1.4988
673, 1.3306
675, 1.3333
681, 0.7500
684, 1.0000
690, 1.3333
692, 1.3333
693, 1.4953
699, 1.4981
706, 0.6687
711, 1.3333
714, 1.5015
715, 1.3333
716, 1.3333
722, 1.4004
723, 0.5609
730, 1.4953
731, 1.3333
735, 1.7729
753, 0.6656
754, 0.6703
757, 1.4988
761, 1.3333
762, 1.4988
764, 1.4577
772, 1.5094
775, 1.4988
781, 1.0000
790, 1.5166
795, 1.5060
797, 1.7778
801, 1.7778
810, 1.3333
813, 1.6285
821, 0.8000
825, 1.3333
827, 1.0081
828, 1.4849
831, 0.6660
836, 1.4925
839, 1.1130
853, 1.3333
873, 0.7844
882, 1.4988
897, 1.4988
901, 0.7188
902, 1.4988
908, 1.0000
909, 0.6540
913, 1.2500
923, 1.3196
925, 0.7840
927, 1.0000
934, 1.3333
939, 1.3333
941, 1.3333
943, 1.7778
955, 0.7500
960, 0.6672
962, 0.6672
965, 1.3333
969, 0.6641
974, 0.6680
977, 1.7344
982, 0.7500
984, 0.7500
985, 1.5023
987, 1.3333
996, 0.7500
999, 1.8444
1006, 0.6672
1011, 1.3333
1014, 1.3333
1025, 1.4988
1029, 0.6922
1036, 1.0000
1053, 1.5274
1059, 1.4988
1063, 0.7500
1064, 1.4925
1072, 1.4953
1083, 1.4988
1084, 1.3333
1085, 1.3333
1089, 1.1169
1090, 0.6922
1098, 1.2030
1099, 1.3333
1102, 0.6625
1103, 1.4414
1107, 1.5094
1108, 1.4128
1122, 1.5094
1138, 1.3333
1139, 0.6672
1144, 1.3333
1145, 1.3333
1146, 0.6672
1149, 1.4988
1153, 1.3333
1155, 1.5060
1164, 1.4988
1166, 1.8248
1168, 1.7827
1171, 1.5023
1176, 0.6656
1180, 0.6656
1183, 1.3333
1200, 0.7500
1204, 0.7500
1205, 1.3333
1213, 0.7500
1216, 1.4713
1224, 1.4988
1228, 1.3333
1232, 1.3823
1237, 1.2261
1238, 1.9104
1244, 1.3361
1261, 1.3333
1264, 1.3333
1270, 1.3333
1271, 1.3008
1282, 0.6656
1290, 1.1852
1292, 1.4988
1295, 0.7500
1298, 1.4953
1306, 1.5015
1307, 0.7500
1308, 1.5023
1311, 1.3278
1315, 0.7500
1319, 0.8633
1323, 1.3333
1330, 0.7500
1332, 1.5274
1340, 1.3333
1342, 1.3333
1347, 1.3333
1350, 1.2851
1355, 1.3333
1359, 0.6672
1360, 1.0000
1366, 1.3369
1369, 1.3333
1374, 1.5059
1375, 1.4953
1381, 1.3823
1386, 1.3333
1390, 1.3333
1392, 0.7500
1393, 0.6828
1397, 1.4988
1398, 0.8444
1401, 0.7080
1403, 1.3333
1404, 0.7469
1407, 0.6687
1408, 1.4953
1424, 1.3333
1431, 1.4953
1436, 1.3333
1442, 1.3333
1448, 1.3333
1451, 1.4953
1453, 1.2931
1455, 1.3333
1464, 1.4988
1488, 1.4988
1496, 1.0000
1497, 0.6625
1501, 0.6672
1505, 0.6672
1507, 1.0000
1510, 1.3333
1515, 1.5059
1518, 1.3333
1522, 1.3333
1523, 1.3333
1525, 1.7251
1526, 0.7500
1527, 1.3333
1536, 1.3333
1548, 1.4988
1554, 1.4988
1558, 1.3333
1561, 1.3333
1562, 1.4837
1563, 0.6797
1569, 1.4925
1573, 1.3333
1577, 0.6625
1579, 2.4806
1580, 1.3333
1586, 1.5059
1589, 1.1388
1590, 0.7500
1591, 1.0000
1592, 0.6641
1596, 1.1933
1599, 1.3333
1611, 1.4988
1622, 0.6660
1625, 0.9640
1626, 1.3333
1637, 1.4988
1639, 1.4988
1645, 1.0000
1647, 1.5789
1655, 1.4953
1667, 0.6625
1668, 1.3333
1670, 1.3333
1674, 1.3333
1681, 1.5015
1682, 1.4988
1688, 1.0000
1697, 1.3333
1700, 1.3333
1706, 1.2355
1709, 1.3333
1712, 1.5059
1720, 1.5023
1722, 1.4953
1732, 1.2955
1737, 1.4988
1739, 1.4128
1756, 1.3333
1757, 0.8172
1762, 0.7500
1764, 1.3333
1771, 1.4988
1774, 1.5094
1777, 1.3333
1779, 1.3333
1781, 1.3333
1785, 1.3333
1786, 2.3022
1790, 0.7156
1792, 1.4884
1799, 1.3333
1803, 1.0000
1804, 1.3333
1810, 1.0000
1811, 1.0000
1813, 0.7500
1815, 0.8812
1822, 1.3333
1837, 1.4164
1840, 1.4988
1841, 1.3774
1852, 0.6672
1856, 1.4988
1864, 1.5496
1869, 1.5094
1875, 0.7391
1877, 1.3333
1888, 1.4988
1895, 1.3333
1900, 2.7468
1902, 0.8594
1903, 1.3333
1906, 1.5015
1907, 1.4988
1911, 1.9277
1912, 1.5059
1915, 1.5023
1924, 1.1765
1926, 1.3333
1941, 1.4128
1942, 1.0000
1943, 1.9048
1947, 1.3333
1948, 0.5984
1955, 0.6672
1958, 1.3333
1960, 0.6672
1966, 1.3333
1987, 1.3333
1994, 1.3333
1999, 1.4918
2001, 1.5023
